date,home,away,winner,loser,winner_pts,loser_pts,end_type
2021-11-19,Vegas Golden Knights,Detroit Red Wings,Vegas Golden Knights,Detroit Red Wings,5,2,REG
2021-11-19,Anaheim Ducks,Carolina Hurricanes,Carolina Hurricanes,Anaheim Ducks,2,1,REG
2021-11-20,Vancouver Canucks,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,3,2,REG
2021-11-20,Seattle Kraken,Colorado Avalanche,Colorado Avalanche,Seattle Kraken,7,3,REG
2021-11-20,Tampa Bay Lightning,New Jersey Devils,New Jersey Devils,Tampa Bay Lightning,5,3,REG
2021-11-20,Los Angeles Kings,Carolina Hurricanes,Carolina Hurricanes,Los Angeles Kings,5,4,REG
2021-11-20,Florida Panthers,Minnesota Wild,Florida Panthers,Minnesota Wild,5,4,REG
2021-11-21,Toronto Maple Leafs,Pittsburgh Penguins,Pittsburgh Penguins,Toronto Maple Leafs,2,0,REG
2021-11-21,Montreal Canadiens,Nashville Predators,Montreal Canadiens,Nashville Predators,6,3,REG
2021-11-21,New York Islanders,Calgary Flames,Calgary Flames,New York Islanders,5,2,REG
2021-11-21,Philadelphia Flyers,Boston Bruins,Boston Bruins,Philadelphia Flyers,5,2,REG
2021-11-21,Dallas Stars,St. Louis Blues,Dallas Stars,St. Louis Blues,4,1,REG
2021-11-21,Arizona Coyotes,Detroit Red Wings,Arizona Coyotes,Detroit Red Wings,2,1,OT
2021-11-21,Edmonton Oilers,Chicago Blackhawks,Edmonton Oilers,Chicago Blackhawks,5,2,REG
2021-11-21,Vegas Golden Knights,Columbus Blue Jackets,Vegas Golden Knights,Columbus Blue Jackets,3,2,REG
2021-11-21,San Jose Sharks,Washington Capitals,Washington Capitals,San Jose Sharks,4,0,REG
2021-11-21,Tampa Bay Lightning,Minnesota Wild,Tampa Bay Lightning,Minnesota Wild,5,4,SO
2021-11-21,New York Rangers,Buffalo Sabres,New York Rangers,Buffalo Sabres,5,4,REG
2021-11-22,Boston Bruins,Calgary Flames,Calgary Flames,Boston Bruins,4,0,REG
2021-11-22,New York Islanders,Toronto Maple Leafs,Toronto Maple Leafs,New York Islanders,3,0,REG
2021-11-22,Seattle Kraken,Washington Capitals,Seattle Kraken,Washington Capitals,5,2,REG
2021-11-22,Los Angeles Kings,Arizona Coyotes,Arizona Coyotes,Los Angeles Kings,2,1,OT
2021-11-23,Buffalo Sabres,Columbus Blue Jackets,Columbus Blue Jackets,Buffalo Sabres,7,4,REG
2021-11-23,St. Louis Blues,Vegas Golden Knights,St. Louis Blues,Vegas Golden Knights,5,2,REG
2021-11-23,Nashville Predators,Anaheim Ducks,Nashville Predators,Anaheim Ducks,3,2,REG
2021-11-23,Winnipeg Jets,Pittsburgh Penguins,Pittsburgh Penguins,Winnipeg Jets,3,1,REG
2021-11-23,Colorado Avalanche,Ottawa Senators,Colorado Avalanche,Ottawa Senators,7,5,REG
2021-11-23,San Jose Sharks,Carolina Hurricanes,San Jose Sharks,Carolina Hurricanes,2,1,OT
2021-11-24,Tampa Bay Lightning,Philadelphia Flyers,Tampa Bay Lightning,Philadelphia Flyers,4,0,REG
2021-11-24,Dallas Stars,Edmonton Oilers,Dallas Stars,Edmonton Oilers,4,1,REG
2021-11-24,Calgary Flames,Chicago Blackhawks,Calgary Flames,Chicago Blackhawks,5,2,REG
2021-11-25,Buffalo Sabres,Boston Bruins,Boston Bruins,Buffalo Sabres,5,1,REG
2021-11-25,Florida Panthers,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,2,1,OT
2021-11-25,Pittsburgh Penguins,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,4,1,REG
2021-11-25,Washington Capitals,Montreal Canadiens,Washington Capitals,Montreal Canadiens,6,3,REG
2021-11-25,Columbus Blue Jackets,Winnipeg Jets,Columbus Blue Jackets,Winnipeg Jets,3,0,REG
2021-11-25,Detroit Red Wings,St. Louis Blues,Detroit Red Wings,St. Louis Blues,4,2,REG
2021-11-25,New York Islanders,New York Rangers,New York Rangers,New York Islanders,4,1,REG
2021-11-25,New Jersey Devils,Minnesota Wild,Minnesota Wild,New Jersey Devils,3,2,SO
2021-11-25,Nashville Predators,Vegas Golden Knights,Vegas Golden Knights,Nashville Predators,5,2,REG
2021-11-25,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,Anaheim Ducks,5,2,REG
2021-11-25,Arizona Coyotes,Edmonton Oilers,Edmonton Oilers,Arizona Coyotes,5,3,REG
2021-11-25,Los Angeles Kings,Toronto Maple Leafs,Toronto Maple Leafs,Los Angeles Kings,6,2,REG
2021-11-25,Seattle Kraken,Carolina Hurricanes,Seattle Kraken,Carolina Hurricanes,2,1,REG
2021-11-25,San Jose Sharks,Ottawa Senators,San Jose Sharks,Ottawa Senators,6,3,REG
2021-11-26,Boston Bruins,New York Rangers,New York Rangers,Boston Bruins,5,2,REG
2021-11-26,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,Philadelphia Flyers,6,3,REG
2021-11-26,Chicago Blackhawks,St. Louis Blues,Chicago Blackhawks,St. Louis Blues,3,2,OT
2021-11-26,Minnesota Wild,Winnipeg Jets,Minnesota Wild,Winnipeg Jets,5,1,REG
2021-11-26,Anaheim Ducks,Ottawa Senators,Anaheim Ducks,Ottawa Senators,4,0,REG
2021-11-26,Washington Capitals,Florida Panthers,Washington Capitals,Florida Panthers,4,3,REG
2021-11-26,Nashville Predators,New Jersey Devils,Nashville Predators,New Jersey Devils,4,2,REG
2021-11-27,Buffalo Sabres,Montreal Canadiens,Buffalo Sabres,Montreal Canadiens,4,1,REG
2021-11-27,Tampa Bay Lightning,Seattle Kraken,Tampa Bay Lightning,Seattle Kraken,3,0,REG
2021-11-27,Columbus Blue Jackets,Vancouver Canucks,Columbus Blue Jackets,Vancouver Canucks,4,2,REG
2021-11-27,Dallas Stars,Colorado Avalanche,Dallas Stars,Colorado Avalanche,3,1,REG
2021-11-27,San Jose Sharks,Toronto Maple Leafs,Toronto Maple Leafs,San Jose Sharks,4,1,REG
2021-11-27,Florida Panthers,Seattle Kraken,Seattle Kraken,Florida Panthers,4,1,REG
2021-11-28,Detroit Red Wings,Buffalo Sabres,Detroit Red Wings,Buffalo Sabres,3,2,OT
2021-11-28,Pittsburgh Penguins,Montreal Canadiens,Montreal Canadiens,Pittsburgh Penguins,6,3,REG
2021-11-28,Vegas Golden Knights,Edmonton Oilers,Edmonton Oilers,Vegas Golden Knights,3,2,REG
2021-11-28,Los Angeles Kings,Ottawa Senators,Los Angeles Kings,Ottawa Senators,4,2,REG
2021-11-28,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,6,3,REG
2021-11-28,Arizona Coyotes,Dallas Stars,Dallas Stars,Arizona Coyotes,3,2,REG
2021-11-28,Colorado Avalanche,Nashville Predators,Colorado Avalanche,Nashville Predators,6,2,REG
2021-11-28,Calgary Flames,Winnipeg Jets,Winnipeg Jets,Calgary Flames,4,2,REG
2021-11-28,Carolina Hurricanes,Washington Capitals,Washington Capitals,Carolina Hurricanes,4,2,REG
2021-11-28,Minnesota Wild,Tampa Bay Lightning,Minnesota Wild,Tampa Bay Lightning,4,2,REG
2021-11-29,Boston Bruins,Vancouver Canucks,Boston Bruins,Vancouver Canucks,3,2,REG
2021-11-29,New Jersey Devils,Philadelphia Flyers,New Jersey Devils,Philadelphia Flyers,5,2,REG
2021-11-29,Chicago Blackhawks,San Jose Sharks,San Jose Sharks,Chicago Blackhawks,2,0,REG
2021-11-29,Anaheim Ducks,Toronto Maple Leafs,Toronto Maple Leafs,Anaheim Ducks,5,1,REG
2021-11-30,Buffalo Sabres,Seattle Kraken,Seattle Kraken,Buffalo Sabres,7,4,REG
2021-11-30,Montreal Canadiens,Vancouver Canucks,Vancouver Canucks,Montreal Canadiens,2,1,REG
2021-11-30,Calgary Flames,Pittsburgh Penguins,Calgary Flames,Pittsburgh Penguins,2,1,SO
2021-12-01,Boston Bruins,Detroit Red Wings,Detroit Red Wings,Boston Bruins,2,1,REG
2021-12-01,Florida Panthers,Washington Capitals,Florida Panthers,Washington Capitals,5,4,REG
2021-12-01,New Jersey Devils,San Jose Sharks,San Jose Sharks,New Jersey Devils,5,2,REG
2021-12-01,St. Louis Blues,Tampa Bay Lightning,St. Louis Blues,Tampa Bay Lightning,4,3,SO
2021-12-01,Nashville Predators,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,4,0,REG
2021-12-01,Minnesota Wild,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,5,2,REG
2021-12-01,Dallas Stars,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,4,1,REG
2021-12-01,Los Angeles Kings,Anaheim Ducks,Anaheim Ducks,Los Angeles Kings,5,4,SO
2021-12-02,New York Rangers,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,4,1,REG
2021-12-02,Toronto Maple Leafs,Colorado Avalanche,Toronto Maple Leafs,Colorado Avalanche,7,3,REG
2021-12-02,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,Ottawa Senators,6,2,REG
2021-12-02,Detroit Red Wings,Seattle Kraken,Detroit Red Wings,Seattle Kraken,4,3,SO
2021-12-02,Edmonton Oilers,Pittsburgh Penguins,Edmonton Oilers,Pittsburgh Penguins,5,2,REG
2021-12-02,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,6,5,REG
2021-12-03,Montreal Canadiens,Colorado Avalanche,Colorado Avalanche,Montreal Canadiens,4,1,REG
2021-12-03,Tampa Bay Lightning,St. Louis Blues,Tampa Bay Lightning,St. Louis Blues,4,2,REG
2021-12-03,Florida Panthers,Buffalo Sabres,Florida Panthers,Buffalo Sabres,7,4,REG
2021-12-03,Washington Capitals,Chicago Blackhawks,Chicago Blackhawks,Washington Capitals,4,3,SO
2021-12-03,Carolina Hurricanes,Ottawa Senators,Ottawa Senators,Carolina Hurricanes,3,2,REG
2021-12-03,New York Islanders,San Jose Sharks,San Jose Sharks,New York Islanders,2,1,OT
2021-12-03,Nashville Predators,Boston Bruins,Boston Bruins,Nashville Predators,2,0,REG
2021-12-03,Minnesota Wild,New Jersey Devils,Minnesota Wild,New Jersey Devils,5,2,REG
2021-12-03,Dallas Stars,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,3,2,REG
2021-12-03,Los Angeles Kings,Calgary Flames,Calgary Flames,Los Angeles Kings,3,2,REG
2021-12-04,Winnipeg Jets,New Jersey Devils,Winnipeg Jets,New Jersey Devils,8,4,REG
2021-12-04,Arizona Coyotes,Vegas Golden Knights,Vegas Golden Knights,Arizona Coyotes,5,1,REG
2021-12-04,Anaheim Ducks,Calgary Flames,Calgary Flames,Anaheim Ducks,4,3,SO
2021-12-04,Seattle Kraken,Edmonton Oilers,Seattle Kraken,Edmonton Oilers,4,3,REG
2021-12-04,Florida Panthers,St. Louis Blues,Florida Panthers,St. Louis Blues,4,3,SO
2021-12-05,Boston Bruins,Tampa Bay Lightning,Tampa Bay Lightning,Boston Bruins,3,2,OT
2021-12-05,Ottawa Senators,Colorado Avalanche,Ottawa Senators,Colorado Avalanche,6,5,OT
2021-12-05,Detroit Red Wings,New York Islanders,Detroit Red Wings,New York Islanders,4,3,OT
2021-12-05,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,3,1,REG
2021-12-05,Nashville Predators,Montreal Canadiens,Nashville Predators,Montreal Canadiens,4,3,OT
2021-12-05,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,4,3,SO
2021-12-05,Carolina Hurricanes,Buffalo Sabres,Carolina Hurricanes,Buffalo Sabres,6,2,REG
2021-12-05,New York Rangers,Chicago Blackhawks,New York Rangers,Chicago Blackhawks,3,2,REG
2021-12-05,Vancouver Canucks,Pittsburgh Penguins,Pittsburgh Penguins,Vancouver Canucks,4,1,REG
2021-12-05,Philadelphia Flyers,Tampa Bay Lightning,Tampa Bay Lightning,Philadelphia Flyers,5,1,REG
2021-12-05,Columbus Blue Jackets,San Jose Sharks,Columbus Blue Jackets,San Jose Sharks,6,4,REG
2021-12-06,New York Islanders,Chicago Blackhawks,Chicago Blackhawks,New York Islanders,3,2,SO
2021-12-06,Winnipeg Jets,Toronto Maple Leafs,Winnipeg Jets,Toronto Maple Leafs,6,3,REG
2021-12-06,Edmonton Oilers,Los Angeles Kings,Los Angeles Kings,Edmonton Oilers,5,1,REG
2021-12-06,Vegas Golden Knights,Calgary Flames,Vegas Golden Knights,Calgary Flames,3,2,REG
2021-12-07,Philadelphia Flyers,Colorado Avalanche,Colorado Avalanche,Philadelphia Flyers,7,5,REG
2021-12-07,Washington Capitals,Anaheim Ducks,Washington Capitals,Anaheim Ducks,4,3,SO
2021-12-07,New Jersey Devils,Ottawa Senators,Ottawa Senators,New Jersey Devils,3,2,SO
2021-12-07,Dallas Stars,Arizona Coyotes,Dallas Stars,Arizona Coyotes,4,1,REG
2021-12-07,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,Los Angeles Kings,4,0,REG
2021-12-07,Seattle Kraken,Pittsburgh Penguins,Pittsburgh Penguins,Seattle Kraken,5,1,REG
2021-12-08,Toronto Maple Leafs,Columbus Blue Jackets,Toronto Maple Leafs,Columbus Blue Jackets,5,4,REG
2021-12-08,Montreal Canadiens,Tampa Bay Lightning,Tampa Bay Lightning,Montreal Canadiens,3,2,REG
2021-12-08,Ottawa Senators,New York Islanders,New York Islanders,Ottawa Senators,5,3,REG
2021-12-08,Detroit Red Wings,Nashville Predators,Nashville Predators,Detroit Red Wings,5,2,REG
2021-12-08,Buffalo Sabres,Anaheim Ducks,Anaheim Ducks,Buffalo Sabres,2,0,REG
2021-12-08,St. Louis Blues,Florida Panthers,St. Louis Blues,Florida Panthers,4,3,OT
2021-12-08,Winnipeg Jets,Carolina Hurricanes,Carolina Hurricanes,Winnipeg Jets,4,2,REG
2021-12-08,Chicago Blackhawks,New York Rangers,New York Rangers,Chicago Blackhawks,6,2,REG
2021-12-08,Edmonton Oilers,Minnesota Wild,Minnesota Wild,Edmonton Oilers,4,1,REG
2021-12-08,San Jose Sharks,Calgary Flames,San Jose Sharks,Calgary Flames,5,3,REG
2021-12-09,New Jersey Devils,Philadelphia Flyers,New Jersey Devils,Philadelphia Flyers,3,0,REG
2021-12-09,New York Rangers,Colorado Avalanche,Colorado Avalanche,New York Rangers,7,3,REG
2021-12-09,Vancouver Canucks,Boston Bruins,Vancouver Canucks,Boston Bruins,2,1,SO
2021-12-09,Vegas Golden Knights,Dallas Stars,Vegas Golden Knights,Dallas Stars,5,4,REG
2021-12-10,Toronto Maple Leafs,Tampa Bay Lightning,Tampa Bay Lightning,Toronto Maple Leafs,5,3,REG
2021-12-10,Montreal Canadiens,Chicago Blackhawks,Chicago Blackhawks,Montreal Canadiens,2,0,REG
2021-12-10,Columbus Blue Jackets,Anaheim Ducks,Anaheim Ducks,Columbus Blue Jackets,2,1,SO
2021-12-10,New York Islanders,Nashville Predators,Nashville Predators,New York Islanders,4,3,REG
2021-12-10,St. Louis Blues,Detroit Red Wings,St. Louis Blues,Detroit Red Wings,6,2,REG
2021-12-10,Calgary Flames,Carolina Hurricanes,Carolina Hurricanes,Calgary Flames,2,1,OT
2021-12-10,Edmonton Oilers,Boston Bruins,Boston Bruins,Edmonton Oilers,3,2,REG
2021-12-10,Seattle Kraken,Winnipeg Jets,Winnipeg Jets,Seattle Kraken,3,0,REG
2021-12-10,Los Angeles Kings,Dallas Stars,Los Angeles Kings,Dallas Stars,4,0,REG
2021-12-10,San Jose Sharks,Minnesota Wild,Minnesota Wild,San Jose Sharks,5,2,REG
2021-12-11,Buffalo Sabres,New York Rangers,New York Rangers,Buffalo Sabres,2,1,REG
2021-12-11,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,Washington Capitals,4,2,REG
2021-12-11,New Jersey Devils,Nashville Predators,Nashville Predators,New Jersey Devils,3,2,REG
2021-12-11,Colorado Avalanche,Detroit Red Wings,Colorado Avalanche,Detroit Red Wings,7,3,REG
2021-12-11,Arizona Coyotes,Florida Panthers,Florida Panthers,Arizona Coyotes,3,1,REG
2021-12-11,Vancouver Canucks,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,4,3,SO
2021-12-11,Vegas Golden Knights,Philadelphia Flyers,Philadelphia Flyers,Vegas Golden Knights,4,3,REG
2021-12-11,Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,Tampa Bay Lightning,4,0,REG
2021-12-12,Buffalo Sabres,Washington Capitals,Washington Capitals,Buffalo Sabres,3,2,SO
2021-12-12,Toronto Maple Leafs,Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,5,4,REG
2021-12-12,St. Louis Blues,Montreal Canadiens,St. Louis Blues,Montreal Canadiens,4,1,REG
2021-12-12,New York Islanders,New Jersey Devils,New York Islanders,New Jersey Devils,4,2,REG
2021-12-12,Arizona Coyotes,Philadelphia Flyers,Philadelphia Flyers,Arizona Coyotes,5,3,REG
2021-12-12,Calgary Flames,Boston Bruins,Boston Bruins,Calgary Flames,4,2,REG
2021-12-12,Edmonton Oilers,Carolina Hurricanes,Carolina Hurricanes,Edmonton Oilers,3,1,REG
2021-12-12,Seattle Kraken,Columbus Blue Jackets,Columbus Blue Jackets,Seattle Kraken,5,4,OT
2021-12-12,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,Minnesota Wild,2,1,REG
2021-12-12,San Jose Sharks,Dallas Stars,San Jose Sharks,Dallas Stars,2,1,REG
2021-12-13,St. Louis Blues,Anaheim Ducks,Anaheim Ducks,St. Louis Blues,3,2,OT
2021-12-13,Colorado Avalanche,Florida Panthers,Colorado Avalanche,Florida Panthers,3,2,REG
2021-12-13,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,Minnesota Wild,6,4,REG
2021-12-13,Vancouver Canucks,Carolina Hurricanes,Vancouver Canucks,Carolina Hurricanes,2,1,REG
2021-12-15,Boston Bruins,Vegas Golden Knights,Vegas Golden Knights,Boston Bruins,4,1,REG
2021-12-15,Tampa Bay Lightning,Los Angeles Kings,Tampa Bay Lightning,Los Angeles Kings,3,2,OT
2021-12-15,Florida Panthers,Ottawa Senators,Ottawa Senators,Florida Panthers,6,2,REG
2021-12-15,Philadelphia Flyers,New Jersey Devils,Philadelphia Flyers,New Jersey Devils,5,1,REG
2021-12-15,Pittsburgh Penguins,Montreal Canadiens,Pittsburgh Penguins,Montreal Canadiens,5,2,REG
2021-12-15,Detroit Red Wings,New York Islanders,Detroit Red Wings,New York Islanders,2,1,REG
2021-12-15,Winnipeg Jets,Buffalo Sabres,Buffalo Sabres,Winnipeg Jets,4,2,REG
2021-12-15,Dallas Stars,St. Louis Blues,St. Louis Blues,Dallas Stars,4,1,REG
2021-12-15,Colorado Avalanche,New York Rangers,Colorado Avalanche,New York Rangers,4,2,REG
2021-12-15,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,Edmonton Oilers,5,1,REG
2021-12-15,Vancouver Canucks,Columbus Blue Jackets,Vancouver Canucks,Columbus Blue Jackets,4,3,REG
2021-12-15,San Jose Sharks,Seattle Kraken,Seattle Kraken,San Jose Sharks,3,1,REG
2021-12-16,Chicago Blackhawks,Washington Capitals,Chicago Blackhawks,Washington Capitals,5,4,OT
2021-12-16,Arizona Coyotes,New York Rangers,New York Rangers,Arizona Coyotes,3,2,REG
2021-12-16,Anaheim Ducks,Seattle Kraken,Anaheim Ducks,Seattle Kraken,4,1,REG
2021-12-17,Montreal Canadiens,Philadelphia Flyers,Montreal Canadiens,Philadelphia Flyers,3,2,SO
2021-12-17,Tampa Bay Lightning,Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,2,1,REG
2021-12-17,Florida Panthers,Los Angeles Kings,Los Angeles Kings,Florida Panthers,4,1,REG
2021-12-17,New Jersey Devils,Vegas Golden Knights,Vegas Golden Knights,New Jersey Devils,5,3,REG
2021-12-17,Carolina Hurricanes,Detroit Red Wings,Carolina Hurricanes,Detroit Red Wings,5,3,REG
2021-12-17,New York Islanders,Boston Bruins,New York Islanders,Boston Bruins,3,1,REG
2021-12-17,Nashville Predators,Colorado Avalanche,Nashville Predators,Colorado Avalanche,5,2,REG
2021-12-17,Minnesota Wild,Buffalo Sabres,Buffalo Sabres,Minnesota Wild,3,2,SO
2021-12-17,Edmonton Oilers,Columbus Blue Jackets,Edmonton Oilers,Columbus Blue Jackets,5,2,REG
2021-12-17,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,San Jose Sharks,5,2,REG
2021-12-18,New York Rangers,Vegas Golden Knights,Vegas Golden Knights,New York Rangers,3,2,SO
2021-12-18,Pittsburgh Penguins,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,3,2,OT
2021-12-18,St. Louis Blues,Dallas Stars,St. Louis Blues,Dallas Stars,4,1,REG
2021-12-18,Winnipeg Jets,Washington Capitals,Washington Capitals,Winnipeg Jets,5,2,REG
2021-12-18,Chicago Blackhawks,Nashville Predators,Nashville Predators,Chicago Blackhawks,3,2,OT
2021-12-18,Anaheim Ducks,Arizona Coyotes,Arizona Coyotes,Anaheim Ducks,6,5,OT
2021-12-19,Philadelphia Flyers,Ottawa Senators,Philadelphia Flyers,Ottawa Senators,4,3,OT
2021-12-19,Carolina Hurricanes,Los Angeles Kings,Carolina Hurricanes,Los Angeles Kings,5,1,REG
2021-12-19,Detroit Red Wings,New Jersey Devils,Detroit Red Wings,New Jersey Devils,5,2,REG
2021-12-19,Dallas Stars,Chicago Blackhawks,Dallas Stars,Chicago Blackhawks,4,3,OT
2021-12-19,Seattle Kraken,Edmonton Oilers,Edmonton Oilers,Seattle Kraken,5,3,REG
2021-12-19,New York Islanders,Vegas Golden Knights,Vegas Golden Knights,New York Islanders,4,3,SO
2021-12-19,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,St. Louis Blues,4,2,REG
2021-12-20,New Jersey Devils,Pittsburgh Penguins,Pittsburgh Penguins,New Jersey Devils,3,2,REG
2021-12-20,Washington Capitals,Los Angeles Kings,Los Angeles Kings,Washington Capitals,3,2,REG
2021-12-21,Dallas Stars,Minnesota Wild,Dallas Stars,Minnesota Wild,7,4,REG
2021-12-22,Vegas Golden Knights,Tampa Bay Lightning,Tampa Bay Lightning,Vegas Golden Knights,4,3,REG
2021-12-29,Tampa Bay Lightning,Montreal Canadiens,Tampa Bay Lightning,Montreal Canadiens,5,4,OT
2021-12-29,Los Angeles Kings,Vegas Golden Knights,Vegas Golden Knights,Los Angeles Kings,6,3,REG
2021-12-29,San Jose Sharks,Arizona Coyotes,San Jose Sharks,Arizona Coyotes,8,7,SO
2021-12-30,Buffalo Sabres,New Jersey Devils,New Jersey Devils,Buffalo Sabres,4,3,REG
2021-12-30,Florida Panthers,New York Rangers,Florida Panthers,New York Rangers,4,3,REG
2021-12-30,Washington Capitals,Nashville Predators,Washington Capitals,Nashville Predators,5,3,REG
2021-12-30,St. Louis Blues,Edmonton Oilers,St. Louis Blues,Edmonton Oilers,4,2,REG
2021-12-30,Seattle Kraken,Philadelphia Flyers,Philadelphia Flyers,Seattle Kraken,3,2,OT
2021-12-30,Anaheim Ducks,Vancouver Canucks,Vancouver Canucks,Anaheim Ducks,2,1,OT
2021-12-31,Florida Panthers,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,7,3,REG
2021-12-31,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,Nashville Predators,4,3,SO
2021-12-31,Carolina Hurricanes,Montreal Canadiens,Carolina Hurricanes,Montreal Canadiens,4,0,REG
2021-12-31,New York Islanders,Buffalo Sabres,New York Islanders,Buffalo Sabres,4,1,REG
2021-12-31,Seattle Kraken,Calgary Flames,Calgary Flames,Seattle Kraken,6,4,REG
2021-12-31,Los Angeles Kings,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,2,1,SO
2021-12-31,San Jose Sharks,Philadelphia Flyers,San Jose Sharks,Philadelphia Flyers,3,2,OT
2021-12-31,New Jersey Devils,Edmonton Oilers,New Jersey Devils,Edmonton Oilers,6,5,OT
2021-12-31,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,3,1,REG
2022-01-01,Tampa Bay Lightning,New York Rangers,New York Rangers,Tampa Bay Lightning,4,3,SO
2022-01-01,Detroit Red Wings,Washington Capitals,Washington Capitals,Detroit Red Wings,3,1,REG
2022-01-01,Boston Bruins,Buffalo Sabres,Boston Bruins,Buffalo Sabres,4,3,OT
2022-01-01,Florida Panthers,Montreal Canadiens,Florida Panthers,Montreal Canadiens,5,2,REG
2022-01-01,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,7,4,REG
2022-01-01,New York Islanders,Edmonton Oilers,New York Islanders,Edmonton Oilers,3,2,OT
2022-01-01,Nashville Predators,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,5,1,REG
2022-01-02,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,Ottawa Senators,4,0,REG
2022-01-02,Minnesota Wild,St. Louis Blues,St. Louis Blues,Minnesota Wild,6,4,REG
2022-01-02,Seattle Kraken,Vancouver Canucks,Vancouver Canucks,Seattle Kraken,5,2,REG
2022-01-02,Los Angeles Kings,Philadelphia Flyers,Los Angeles Kings,Philadelphia Flyers,6,3,REG
2022-01-02,New York Rangers,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,4,0,REG
2022-01-02,Detroit Red Wings,Boston Bruins,Boston Bruins,Detroit Red Wings,5,1,REG
2022-01-02,Pittsburgh Penguins,San Jose Sharks,Pittsburgh Penguins,San Jose Sharks,8,5,REG
2022-01-02,Washington Capitals,New Jersey Devils,New Jersey Devils,Washington Capitals,4,3,OT
2022-01-02,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,Anaheim Ducks,4,2,REG
2022-01-02,Vegas Golden Knights,Winnipeg Jets,Winnipeg Jets,Vegas Golden Knights,5,4,OT
2022-01-03,Chicago Blackhawks,Calgary Flames,Calgary Flames,Chicago Blackhawks,5,1,REG
2022-01-04,New York Rangers,Edmonton Oilers,New York Rangers,Edmonton Oilers,4,1,REG
2022-01-05,Boston Bruins,New Jersey Devils,Boston Bruins,New Jersey Devils,5,3,REG
2022-01-05,Florida Panthers,Calgary Flames,Florida Panthers,Calgary Flames,6,2,REG
2022-01-05,Columbus Blue Jackets,Tampa Bay Lightning,Tampa Bay Lightning,Columbus Blue Jackets,6,2,REG
2022-01-05,Detroit Red Wings,San Jose Sharks,Detroit Red Wings,San Jose Sharks,6,2,REG
2022-01-05,Chicago Blackhawks,Colorado Avalanche,Colorado Avalanche,Chicago Blackhawks,4,3,OT
2022-01-05,Arizona Coyotes,Winnipeg Jets,Winnipeg Jets,Arizona Coyotes,3,1,REG
2022-01-05,Vegas Golden Knights,Nashville Predators,Nashville Predators,Vegas Golden Knights,3,2,REG
2022-01-05,Anaheim Ducks,Philadelphia Flyers,Anaheim Ducks,Philadelphia Flyers,4,1,REG
2022-01-06,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,4,2,REG
2022-01-06,Pittsburgh Penguins,St. Louis Blues,Pittsburgh Penguins,St. Louis Blues,5,3,REG
2022-01-07,Boston Bruins,Minnesota Wild,Minnesota Wild,Boston Bruins,3,2,REG
2022-01-07,Buffalo Sabres,San Jose Sharks,San Jose Sharks,Buffalo Sabres,3,2,REG
2022-01-07,Tampa Bay Lightning,Calgary Flames,Tampa Bay Lightning,Calgary Flames,4,1,REG
2022-01-07,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,Columbus Blue Jackets,3,1,REG
2022-01-07,Philadelphia Flyers,Pittsburgh Penguins,Pittsburgh Penguins,Philadelphia Flyers,6,2,REG
